19:52:50.928 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.JournalAppApplicationTests], using SpringBootContextLoader 
19:52:51.911 [main] INFO  org.mongodb.driver.cluster ---- Cluster description not yet available. Waiting for 30000 ms before timing out 
19:52:51.914 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-01.1f2ay.mongodb.net:27017 to client view of cluster 
19:52:51.928 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-00.1f2ay.mongodb.net:27017 to client view of cluster 
19:52:51.929 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-02.1f2ay.mongodb.net:27017 to client view of cluster 
19:52:51.933 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@20801cbb from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
19:52:52.417 [cluster-rtt-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:4, serverValue:4808}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
19:52:52.417 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:3, serverValue:4808}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
19:52:52.417 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=197640111, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fc706db367ea53e6d7f5, counter=3}, lastWriteDate=Mon Jan 13 19:52:52 IST 2025, lastUpdateTimeNanos=35308028895211} 
19:52:52.424 [cluster-rtt-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:6, serverValue:6023}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.424 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by WritableServerSelector from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=197640111, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fc706db367ea53e6d7f5, counter=3}, lastWriteDate=Mon Jan 13 19:52:52 IST 2025, lastUpdateTimeNanos=35308028895211}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
19:52:52.450 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:5, serverValue:6114}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.450 [cluster-rtt-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:2, serverValue:5279}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
19:52:52.450 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:1, serverValue:5279}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
19:52:52.451 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=173089834, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-00.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fa949576dc0512472ebd, counter=4}, lastWriteDate=Mon Jan 13 19:52:52 IST 2025, lastUpdateTimeNanos=35308062824764} 
19:52:52.451 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=190323263, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-02.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000092, setVersion=155, topologyVersion=TopologyVersion{processId=6784f92442ca6d390c56009e, counter=6}, lastWriteDate=Mon Jan 13 19:52:52 IST 2025, lastUpdateTimeNanos=35308062600169} 
19:52:52.451 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max election id to 7fffffff0000000000000092 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.452 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max set version to 155 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.452 [cluster-ClusterId{value='678521bb5e336701f0ebc24b', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Discovered replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.750 [main] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:7, serverValue:6137}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
19:52:52.981 [main] INFO  o.s.s.web.DefaultSecurityFilterChain ---- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2a99ca99, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@39f0c343, org.springframework.security.web.context.SecurityContextPersistenceFilter@279126f5, org.springframework.security.web.header.HeaderWriterFilter@68dfda77, org.springframework.security.web.authentication.logout.LogoutFilter@16681017, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5866731, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3b5a19ed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@37d3e140, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@781654f8, org.springframework.security.web.session.SessionManagementFilter@2365ea38, org.springframework.security.web.access.ExceptionTranslationFilter@5a30722c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@39449465] 
19:52:53.288 [main] INFO  n.e.j.JournalAppApplicationTests ---- Started JournalAppApplicationTests in 2.25 seconds (JVM running for 2.736) 
19:52:53.471 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.service.UserServiceTests], using SpringBootContextLoader 
19:52:53.471 [main] INFO  o.s.t.c.s.AbstractContextLoader ---- Could not detect default resource locations for test class [net.engineeringdigest.journalApp.service.UserServiceTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
19:52:53.472 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils ---- Could not detect default configuration classes for test class [net.engineeringdigest.journalApp.service.UserServiceTests]: UserServiceTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
19:52:53.474 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Found @SpringBootConfiguration net.engineeringdigest.journalApp.JournalApplication for test class net.engineeringdigest.journalApp.service.UserServiceTests 
19:52:53.475 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener] 
19:52:53.475 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7109b603, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@76b642aa, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@29b5e7db, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@286dfa20, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1468e880, org.springframework.test.context.support.DirtiesContextTestExecutionListener@508f4bb5, org.springframework.test.context.transaction.TransactionalTestExecutionListener@5602e540, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@11f9b95a, org.springframework.test.context.event.EventPublishingTestExecutionListener@42066f0d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@687e561b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@299786b1, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@75f8d9b0, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4f7ae05, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1e23ee0e, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@b144175] 
